Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
12,p,13,del(12)(p13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
12,p,13,del(12)(p13),Acute erythroleukemia (FAB type M6),1112,,,6,,U
12,p,11,del(12)(p13p11),"Acute myeloid leukemia, NOS",1101,,,38,,U
12,p,11,del(12)(p13p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
12,p,11,del(12)(p13p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,8,,U
12,p,11,del(12)(p13p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,7,,U
12,p,11,del(12)(p13p11),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,,U
12,p,11,del(12)(p13p11),Acute erythroleukemia (FAB type M6),1112,,,3,,U
12,p,13,del(12)(p13p11),"Acute myeloid leukemia, NOS",1101,,,38,,U
12,p,13,del(12)(p13p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
12,p,13,del(12)(p13p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,8,,U
12,p,13,del(12)(p13p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,7,,U
12,p,13,del(12)(p13p11),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,,U
12,p,13,del(12)(p13p11),Acute erythroleukemia (FAB type M6),1112,,,3,,U
12,p,12,del(12)(p13p12),"Acute myeloid leukemia, NOS",1101,,,23,,U
12,p,12,del(12)(p13p12),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,,U
12,p,12,del(12)(p13p12),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
12,p,12,del(12)(p13p12),Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
12,p,12,del(12)(p13p12),Acute erythroleukemia (FAB type M6),1112,,,5,,U
12,p,12,del(12)(p13p12),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
12,p,13,del(12)(p13p12),"Acute myeloid leukemia, NOS",1101,,,23,,U
12,p,13,del(12)(p13p12),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,,U
12,p,13,del(12)(p13p12),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
12,p,13,del(12)(p13p12),Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
12,p,13,del(12)(p13p12),Acute erythroleukemia (FAB type M6),1112,,,5,,U
12,p,13,del(12)(p13p12),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
12,p,13,del(12)(p13p13),"Acute myeloid leukemia, NOS",1101,,,5,ETV6+,U
12,p,13,del(12)(p13p13),"Acute myeloid leukemia, NOS",1101,,,5,ETV6+,U
12,q,12,del(12)(q12q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
12,q,21,del(12)(q12q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
12,q,12,del(12)(q12q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,q,24,del(12)(q12q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,q,13,del(12)(q13),"Acute myeloid leukemia, NOS",1101,,,4,DHH::RHEBL1,U
12,q,13,del(12)(q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
12,q,13,del(12)(q13q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,q,21,del(12)(q13q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,q,13,del(12)(q13q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,24,del(12)(q13q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,14,del(12)(q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
12,q,14,del(12)(q14),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
12,q,15,del(12)(q15q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,24,del(12)(q15q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,21,del(12)(q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
12,q,21,del(12)(q21q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,24,del(12)(q21q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,22,del(12)(q22q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,24,del(12)(q22q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
12,q,23,del(12)(q23),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
12,q,23,del(12)(q23),Acute erythroleukemia (FAB type M6),1112,,,3,,U
12,q,24,del(12)(q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,11,del(13)(q11q14),"Acute myeloid leukemia, NOS",1101,,,3,,U
13,q,11,del(13)(q11q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,11,del(13)(q11q14),Acute erythroleukemia (FAB type M6),1112,,,2,,U
13,q,14,del(13)(q11q14),"Acute myeloid leukemia, NOS",1101,,,3,,U
13,q,14,del(13)(q11q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,14,del(13)(q11q14),Acute erythroleukemia (FAB type M6),1112,,,2,,U
13,q,11,del(13)(q11q34),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,34,del(13)(q11q34),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,12,del(13)(q12q13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,13,del(13)(q12q13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,12,del(13)(q12q14),"Acute myeloid leukemia, NOS",1101,,,22,,U
13,q,12,del(13)(q12q14),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
13,q,12,del(13)(q12q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,7,,U
13,q,12,del(13)(q12q14),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,6,,U
13,q,12,del(13)(q12q14),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
13,q,12,del(13)(q12q14),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
13,q,12,del(13)(q12q14),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
13,q,12,del(13)(q12q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
13,q,12,del(13)(q12q14),Acute erythroleukemia (FAB type M6),1112,,,4,,U
13,q,12,del(13)(q12q14),Acute megakaryoblastic leukemia (FAB type M7),1113,,,13,,U
13,q,14,del(13)(q12q14),"Acute myeloid leukemia, NOS",1101,,,22,,U
13,q,14,del(13)(q12q14),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
13,q,14,del(13)(q12q14),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,7,,U
13,q,14,del(13)(q12q14),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,6,,U
13,q,14,del(13)(q12q14),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
13,q,14,del(13)(q12q14),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
13,q,14,del(13)(q12q14),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
13,q,14,del(13)(q12q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
13,q,14,del(13)(q12q14),Acute erythroleukemia (FAB type M6),1112,,,4,,U
13,q,14,del(13)(q12q14),Acute megakaryoblastic leukemia (FAB type M7),1113,,,13,,U
13,q,12,del(13)(q12q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,21,del(13)(q12q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,12,del(13)(q12q22),"Acute myeloid leukemia, NOS",1101,,,20,,U
13,q,12,del(13)(q12q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,12,del(13)(q12q22),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
13,q,12,del(13)(q12q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
13,q,22,del(13)(q12q22),"Acute myeloid leukemia, NOS",1101,,,20,,U
13,q,22,del(13)(q12q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,22,del(13)(q12q22),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
13,q,22,del(13)(q12q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
13,q,13,del(13)(q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,13,del(13)(q13q14),"Acute myeloid leukemia, NOS",1101,,,5,,U
13,q,14,del(13)(q13q14),"Acute myeloid leukemia, NOS",1101,,,5,,U
13,q,13,del(13)(q13q21),"Acute myeloid leukemia, NOS",1101,,,4,,U
13,q,21,del(13)(q13q21),"Acute myeloid leukemia, NOS",1101,,,4,,U
13,q,13,del(13)(q13q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,13,del(13)(q13q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
13,q,22,del(13)(q13q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,22,del(13)(q13q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
13,q,13,del(13)(q13q31),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,13,del(13)(q13q31),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
13,q,31,del(13)(q13q31),"Acute myeloid leukemia, NOS",1101,,,2,,U
13,q,31,del(13)(q13q31),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
13,q,13,del(13)(q13q32),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,32,del(13)(q13q32),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,14,del(13)(q14),"Acute myeloid leukemia, NOS",1101,,,9,,U
13,q,14,del(13)(q14),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
13,q,14,del(13)(q14q14),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,14,del(13)(q14q14),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,14,del(13)(q14q22),"Acute myeloid leukemia, NOS",1101,,,7,,U
13,q,14,del(13)(q14q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
13,q,14,del(13)(q14q22),Acute erythroleukemia (FAB type M6),1112,,,2,,U
13,q,14,del(13)(q14q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,22,del(13)(q14q22),"Acute myeloid leukemia, NOS",1101,,,7,,U
13,q,22,del(13)(q14q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
13,q,22,del(13)(q14q22),Acute erythroleukemia (FAB type M6),1112,,,2,,U
13,q,22,del(13)(q14q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,14,del(13)(q14q31),"Acute myeloid leukemia, NOS",1101,,,5,,U
13,q,31,del(13)(q14q31),"Acute myeloid leukemia, NOS",1101,,,5,,U
13,q,14,del(13)(q14q32),"Acute myeloid leukemia, NOS",1101,,,5,,U
13,q,14,del(13)(q14q32),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,32,del(13)(q14q32),"Acute myeloid leukemia, NOS",1101,,,5,,U
13,q,32,del(13)(q14q32),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
13,q,14,del(13)(q14q34),"Acute myeloid leukemia, NOS",1101,,,7,,U
13,q,34,del(13)(q14q34),"Acute myeloid leukemia, NOS",1101,,,7,,U
13,q,21,del(13)(q21),"Acute myeloid leukemia, NOS",1101,,,7,,U
13,q,21,del(13)(q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
13,q,21,del(13)(q21q22),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
13,q,22,del(13)(q21q22),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
13,q,21,del(13)(q21q31),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,,U
13,q,31,del(13)(q21q31),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,,U
13,q,31,del(13)(q31),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
13,q,32,del(13)(q32),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,21,del(14)(q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,22,del(14)(q22),"Acute myeloid leukemia, NOS",1101,,,3,,U
14,q,24,del(14)(q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,24,del(14)(q24),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
14,q,24,del(14)(q24q32),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,32,del(14)(q24q32),"Acute myeloid leukemia, NOS",1101,,,2,,U
14,q,31,del(14)(q31),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,11,del(15)(q11q15),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,,U
15,q,11,del(15)(q11q15),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
15,q,15,del(15)(q11q15),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,,U
15,q,15,del(15)(q11q15),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
15,q,11,del(15)(q11q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
15,q,11,del(15)(q11q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
15,q,11,del(15)(q11q21),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
15,q,21,del(15)(q11q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
15,q,21,del(15)(q11q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
15,q,21,del(15)(q11q21),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
15,q,15,del(15)(q15),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,15,del(15)(q15q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,15,del(15)(q15q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
15,q,22,del(15)(q15q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,22,del(15)(q15q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
15,q,21,del(15)(q21),"Acute myeloid leukemia, NOS",1101,,,3,,U
15,q,21,del(15)(q21q26),"Acute myeloid leukemia, NOS",1101,,,6,,U
15,q,26,del(15)(q21q26),"Acute myeloid leukemia, NOS",1101,,,6,,U
15,q,22,del(15)(q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
15,q,22,del(15)(q22q26),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
15,q,26,del(15)(q22q26),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
15,q,24,del(15)(q24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
16,p,11,del(16)(p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,12,del(16)(p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,p,12,del(16)(p12),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
16,p,13,del(16)(p13),Acute erythroleukemia (FAB type M6),1112,,,2,,U
16,q,11,del(16)(q11),"Acute myeloid leukemia, NOS",1101,,,5,,U
16,q,11,del(16)(q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
16,q,11,del(16)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
16,q,12,del(16)(q12),"Acute myeloid leukemia, NOS",1101,,,6,,U
16,q,12,del(16)(q12),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
16,q,12,del(16)(q12q24),"Acute myeloid leukemia, NOS",1101,,,4,,U
16,q,24,del(16)(q12q24),"Acute myeloid leukemia, NOS",1101,,,4,,U
16,q,13,del(16)(q13),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,q,13,del(16)(q13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
16,q,13,del(16)(q13),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
16,q,13,del(16)(q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
16,q,13,del(16)(q13q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,q,24,del(16)(q13q24),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,q,21,del(16)(q21),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,q,21,del(16)(q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,4,,U
16,q,21,del(16)(q21q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,q,23,del(16)(q21q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
16,q,22,del(16)(q22),"Acute myeloid leukemia, NOS",1101,,,22,,U
16,q,22,del(16)(q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,6,,U
16,q,22,del(16)(q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,14,,U
16,q,22,del(16)(q22),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
16,q,22,del(16)(q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,25,,U
16,q,22,del(16)(q22),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
16,q,22,del(16)(q22),Acute erythroleukemia (FAB type M6),1112,,,4,,U
16,q,22,del(16)(q22q24),"Acute myeloid leukemia, NOS",1101,,,5,,U
16,q,22,del(16)(q22q24),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
16,q,22,del(16)(q22q24),Acute erythroleukemia (FAB type M6),1112,,,2,,U
16,q,24,del(16)(q22q24),"Acute myeloid leukemia, NOS",1101,,,5,,U
16,q,24,del(16)(q22q24),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
16,q,24,del(16)(q22q24),Acute erythroleukemia (FAB type M6),1112,,,2,,U
16,q,23,del(16)(q23),"Acute myeloid leukemia, NOS",1101,,,3,,U
16,q,24,del(16)(q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,p,11,del(17)(p11),"Acute myeloid leukemia, NOS",1101,,,29,,U
17,p,11,del(17)(p11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,4,,U
17,p,11,del(17)(p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,5,,U
17,p,11,del(17)(p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,14,,U
17,p,11,del(17)(p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
17,p,11,del(17)(p11),Acute monoblastic leukemia (FAB type M5),1108,,,3,,U
17,p,11,del(17)(p11),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,2,,U
17,p,11,del(17)(p11),Acute erythroleukemia (FAB type M6),1112,,,4,,U
17,p,11,del(17)(p11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
17,p,12,del(17)(p12),"Acute myeloid leukemia, NOS",1101,,,13,,U
17,p,12,del(17)(p12),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
17,p,12,del(17)(p12),Acute monoblastic leukemia (FAB type M5),1108,,,3,,U
17,p,11,del(17)(p12p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
17,p,12,del(17)(p12p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
17,p,13,del(17)(p13),"Acute myeloid leukemia, NOS",1101,,,16,,U
17,p,13,del(17)(p13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
17,p,13,del(17)(p13),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
17,p,13,del(17)(p13),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
17,p,11,del(17)(p13p11),"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,13,del(17)(p13p11),"Acute myeloid leukemia, NOS",1101,,,9,,U
17,p,12,del(17)(p13p12),"Acute myeloid leukemia, NOS",1101,,,5,,U
17,p,12,del(17)(p13p12),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
17,p,13,del(17)(p13p12),"Acute myeloid leukemia, NOS",1101,,,5,,U
17,p,13,del(17)(p13p12),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
17,p,13,del(17)(p13p13),"Acute myeloid leukemia, NOS",1101,,,6,,U
17,p,13,del(17)(p13p13),"Acute myeloid leukemia, NOS",1101,,,6,,U
17,q,11,del(17)(q11),"Acute myeloid leukemia, NOS",1101,,,4,,U
17,q,11,del(17)(q11q11),"Acute myeloid leukemia, NOS",1101,,,6,,U
17,q,11,del(17)(q11q11),"Acute myeloid leukemia, NOS",1101,,,6,,U
17,q,11,del(17)(q11q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
17,q,21,del(17)(q11q21),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
17,q,11,del(17)(q11q25),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,25,del(17)(q11q25),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,21,del(17)(q21),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,21,del(17)(q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
17,q,21,del(17)(q21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
17,q,21,del(17)(q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
17,q,21,del(17)(q21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
17,q,22,del(17)(q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
17,q,22,del(17)(q22),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
17,q,22,del(17)(q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
17,q,23,del(17)(q23),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
17,q,24,del(17)(q24),Acute erythroleukemia (FAB type M6),1112,,,2,,U
18,p,11,del(18)(p11),"Acute myeloid leukemia, NOS",1101,,,4,,U
18,p,11,del(18)(p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
18,p,11,del(18)(p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
18,q,11,del(18)(q11q23),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,q,23,del(18)(q11q23),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,q,12,del(18)(q12),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,12,del(18)(q12q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,22,del(18)(q12q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,12,del(18)(q12q23),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,q,23,del(18)(q12q23),"Acute myeloid leukemia, NOS",1101,,,3,,U
18,q,21,del(18)(q21),"Acute myeloid leukemia, NOS",1101,,,11,,U
18,q,21,del(18)(q21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,,U
18,q,21,del(18)(q21),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
18,q,21,del(18)(q21),Acute erythroleukemia (FAB type M6),1112,,,2,,U
18,q,21,del(18)(q21q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,23,del(18)(q21q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
18,q,22,del(18)(q22),"Acute myeloid leukemia, NOS",1101,,,5,,U
19,p,13,del(19)(p13),"Acute myeloid leukemia, NOS",1101,,,2,,U
19,p,13,del(19)(p13),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
19,q,13,del(19)(q13),"Acute myeloid leukemia, NOS",1101,,,3,,U
2,p,11,del(2)(p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,p,12,del(2)(p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,p,13,del(2)(p13),"Acute myeloid leukemia, NOS",1101,,,4,,U
2,p,13,del(2)(p13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,4,,U
2,p,21,del(2)(p21),"Acute myeloid leukemia, NOS",1101,,,4,,U
2,p,21,del(2)(p21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
2,p,23,del(2)(p23),"Acute myeloid leukemia, NOS",1101,,,5,,U
2,p,23,del(2)(p23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
2,p,23,del(2)(p23),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
2,p,23,del(2)(p23),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
2,p,23,del(2)(p23),Acute erythroleukemia (FAB type M6),1112,,,2,,U
2,p,21,del(2)(p23p21),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,p,23,del(2)(p23p21),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,11,del(2)(q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
2,q,11,del(2)(q11q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,13,del(2)(q11q13),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,12,del(2)(q12),"Acute myeloid leukemia, NOS",1101,,,3,,U
2,q,21,del(2)(q21),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
2,q,31,del(2)(q31),"Acute myeloid leukemia, NOS",1101,,,9,,U
2,q,31,del(2)(q31),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
2,q,31,del(2)(q31q35),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
2,q,35,del(2)(q31q35),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
2,q,32,del(2)(q32),"Acute myeloid leukemia, NOS",1101,,,3,,U
2,q,32,del(2)(q32q37),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,37,del(2)(q32q37),"Acute myeloid leukemia, NOS",1101,,,2,,U
2,q,33,del(2)(q33),"Acute myeloid leukemia, NOS",1101,,,6,,U
2,q,33,del(2)(q33),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
2,q,33,del(2)(q33),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
2,q,33,del(2)(q33q34),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
2,q,34,del(2)(q33q34),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
20,p,11,del(20)(p11),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,p,11,del(20)(p11),Acute erythroleukemia (FAB type M6),1112,,,3,,U
20,q,11,del(20)(q11),"Acute myeloid leukemia, NOS",1101,,,66,,U
20,q,11,del(20)(q11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,,U
20,q,11,del(20)(q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,13,,U
20,q,11,del(20)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,16,,U
20,q,11,del(20)(q11),Acute promyelocytic leukemia (FAB type M3),1106,,,3,,U
20,q,11,del(20)(q11),Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
20,q,11,del(20)(q11),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
20,q,11,del(20)(q11),Acute erythroleukemia (FAB type M6),1112,,,12,,U
20,q,11,del(20)(q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
20,q,11,del(20)(q11q12),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,q,11,del(20)(q11q12),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,4,,U
20,q,12,del(20)(q11q12),"Acute myeloid leukemia, NOS",1101,,,3,,U
